taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
"","","","","",1419,NMNH Botany Elevation Data (Summarized),,Canella_winterana_(L.)_Gaertn.
1416,genus,162,"","",,,,
"","","","","",1420,,,""
1417,species,"162,1416",Canna bangii Kraenzl.,"",,,,
"","","","","",1421,NMNH Botany Elevation Data (Summarized),,Canna_bangii_Kraenzl.
1418,species,"162,1416",Canna glauca L.,"",,,,
"","","","","",1422,NMNH Botany Elevation Data (Summarized),,Canna_glauca_L.
1419,species,"162,1416",Canna indica L.,"",,,,
"","","","","",1423,NMNH Botany Elevation Data (Summarized),,Canna_indica_L.
1420,species,"162,1416",Canna jaegeriana Urb.,"",,,,
"","","","","",1424,NMNH Botany Elevation Data (Summarized),,Canna_jaegeriana_Urb.
1421,species,"162,1416",Canna paniculata Ruiz & Pav.,"",,,,
"","","","","",1425,NMNH Botany Elevation Data (Summarized),,Canna_paniculata_Ruiz_&_Pav.
1422,species,"162,1416",Canna tuerckheimii Kraenzl.,"",,,,
"","","","","",1426,NMNH Botany Elevation Data (Summarized),,Canna_tuerckheimii_Kraenzl.
1423,genus,162,"","",,,,
"","","","","",1427,,,""
1424,species,"162,1423",Capparis flexuosa (L.) L.,"",,,,
"","","","","",1428,NMNH Botany Elevation Data (Summarized),,Capparis_flexuosa_(L.)_L.
1425,species,"162,1423",Capparis indica (L.) Fawc. & Rendle,"",,,,
"","","","","",1429,NMNH Botany Elevation Data (Summarized),,Capparis_indica_(L.)_Fawc._&_Rendle
1426,species,"162,1423",Capparis sandwichiana DC.,"",,,,
"","","","","",1430,NMNH Botany Elevation Data (Summarized),,Capparis_sandwichiana_DC.
1427,genus,162,"","",,,,
"","","","","",1431,,,""
1428,species,"162,1427",Capraria biflora L.,"",,,,
"","","","","",1432,NMNH Botany Elevation Data (Summarized),,Capraria_biflora_L.
1429,genus,162,"","",,,,
"","","","","",1433,,,""
1430,species,"162,1429",Capsicum frutescens L.,"",,,,
"","","","","",1434,NMNH Botany Elevation Data (Summarized),,Capsicum_frutescens_L.
1431,genus,162,"","",,,,
"","","","","",1435,,,""
1432,species,"162,1431",Carapa guianensis Aubl.,"",,,,
"","","","","",1436,NMNH Botany Elevation Data (Summarized),,Carapa_guianensis_Aubl.
1433,genus,162,"","",,,,
"","","","","",1437,,,""
1434,species,"162,1433",Cardamine africana L.,"",,,,
"","","","","",1438,NMNH Botany Elevation Data (Summarized),,Cardamine_africana_L.
1435,species,"162,1433",Cardamine flexuosa With.,"",,,,
"","","","","",1439,NMNH Botany Elevation Data (Summarized),,Cardamine_flexuosa_With.
1436,species,"162,1433",Cardamine hirsuta L.,"",,,,
"","","","","",1440,NMNH Botany Elevation Data (Summarized),,Cardamine_hirsuta_L.
1437,genus,162,"","",,,,
"","","","","",1441,,,""
1438,species,"162,1437",Cardiospermum corindum L.,"",,,,
"","","","","",1442,NMNH Botany Elevation Data (Summarized),,Cardiospermum_corindum_L.
1439,species,"162,1437",Cardiospermum grandiflorum Sw.,"",,,,
"","","","","",1443,NMNH Botany Elevation Data (Summarized),,Cardiospermum_grandiflorum_Sw.
1440,species,"162,1437",Cardiospermum halicacabum L.,"",,,,
"","","","","",1444,NMNH Botany Elevation Data (Summarized),,Cardiospermum_halicacabum_L.
1441,variety,"162,1437",Cardiospermum halicacabum var. halicacabum L.,"",,,,
"","","","","",1445,NMNH Botany Elevation Data (Summarized),,Cardiospermum_halicacabum_var._halicacabum_L.
1442,variety,"162,1437",Cardiospermum halicacabum var. microcarpum Blume,"",,,,
"","","","","",1446,NMNH Botany Elevation Data (Summarized),,Cardiospermum_halicacabum_var._microcarpum_Blume
1443,genus,162,"","",,,,
"","","","","",1447,,,""
1444,species,"162,1443",Carex alligata Boott,"",,,,
"","","","","",1448,NMNH Botany Elevation Data (Summarized),,Carex_alligata_Boott
1445,species,"162,1443",Carex bonplandii Kunth,"",,,,
"","","","","",1449,NMNH Botany Elevation Data (Summarized),,Carex_bonplandii_Kunth
1446,species,"162,1443",Carex cubensis Kük.,"",,,,
"","","","","",1450,NMNH Botany Elevation Data (Summarized),,Carex_cubensis_Kük.
1447,species,"162,1443",Carex jamesonii Boott,"",,,,
"","","","","",1451,NMNH Botany Elevation Data (Summarized),,Carex_jamesonii_Boott
1448,species,"162,1443",Carex lanuginosa Michx.,"",,,,
"","","","","",1452,NMNH Botany Elevation Data (Summarized),,Carex_lanuginosa_Michx.
1449,species,"162,1443",Carex meyenii,"",,,,
"","","","","",1453,NMNH Botany Elevation Data (Summarized),,Carex_meyenii
1450,species,"162,1443",Carex montis-eeka,"",,,,
"","","","","",1454,NMNH Botany Elevation Data (Summarized),,Carex_montis-eeka
1451,species,"162,1443",Carex nebraskensis Dewey,"",,,,
"","","","","",1455,NMNH Botany Elevation Data (Summarized),,Carex_nebraskensis_Dewey
1452,species,"162,1443",Carex polystachya Sw. ex Wahl,"",,,,
"","","","","",1456,NMNH Botany Elevation Data (Summarized),,Carex_polystachya_Sw._ex_Wahl
1453,species,"162,1443",Carex scabrella Wahlenb.,"",,,,
"","","","","",1457,NMNH Botany Elevation Data (Summarized),,Carex_scabrella_Wahlenb.
1454,species,"162,1443",Carex straminiformis L.H. Bailey,"",,,,
"","","","","",1458,NMNH Botany Elevation Data (Summarized),,Carex_straminiformis_L.H._Bailey
1455,species,"162,1443",Carex wahuensis C.A. Mey.,"",,,,
"","","","","",1459,NMNH Botany Elevation Data (Summarized),,Carex_wahuensis_C.A._Mey.
1456,subspecies,"162,1443",Carex wahuensis subsp. herbstii T. Koyama,"",,,,
"","","","","",1460,NMNH Botany Elevation Data (Summarized),,Carex_wahuensis_subsp._herbstii_T._Koyama
1457,subspecies,"162,1443",Carex wahuensis subsp. rubiginosa (R.W. Krauss) T. Koyama,"",,,,
"","","","","",1461,NMNH Botany Elevation Data (Summarized),,Carex_wahuensis_subsp._rubiginosa_(R.W._Krauss)_T._Koyama
1458,genus,162,"","",,,,
"","","","","",1462,,,""
1459,species,"162,1458",Carica papaya L.,"",,,,
"","","","","",1463,NMNH Botany Elevation Data (Summarized),,Carica_papaya_L.
1460,genus,162,"","",,,,
"","","","","",1464,,,""
1461,species,"162,1460",Carpotroche platyptera Pittier,"",,,,
"","","","","",1465,NMNH Botany Elevation Data (Summarized),,Carpotroche_platyptera_Pittier
1462,genus,162,"","",,,,
"","","","","",1466,,,""
1463,species,"162,1462",Carramboa trujillensis (Cuatrec.) Cuatrec.,"",,,,
"","","","","",1467,NMNH Botany Elevation Data (Summarized),,Carramboa_trujillensis_(Cuatrec.)_Cuatrec.
1464,genus,162,"","",,,,
"","","","","",1468,,,""
1465,species,"162,1464",Cascabela thevetia (L.) Lippold,"",,,,
"","","","","",1469,NMNH Botany Elevation Data (Summarized),,Cascabela_thevetia_(L.)_Lippold
1466,genus,162,"","",,,,
"","","","","",1470,,,""
1467,species,"162,1466",Casearia aculeata Jacq.,"",,,,
"","","","","",1471,NMNH Botany Elevation Data (Summarized),,Casearia_aculeata_Jacq.
1468,species,"162,1466",Casearia arborea (Rich.) Urb.,"",,,,
"","","","","",1472,NMNH Botany Elevation Data (Summarized),,Casearia_arborea_(Rich.)_Urb.
1469,species,"162,1466",Casearia corymbosa Kunth,"",,,,
"","","","","",1473,NMNH Botany Elevation Data (Summarized),,Casearia_corymbosa_Kunth
1470,species,"162,1466",Casearia decandra Jacq.,"",,,,
"","","","","",1474,NMNH Botany Elevation Data (Summarized),,Casearia_decandra_Jacq.
1471,species,"162,1466",Casearia guianensis (Aubl.) Urb.,"",,,,
"","","","","",1475,NMNH Botany Elevation Data (Summarized),,Casearia_guianensis_(Aubl.)_Urb.
1472,species,"162,1466",Casearia sylvestris Sw.,"",,,,
"","","","","",1476,NMNH Botany Elevation Data (Summarized),,Casearia_sylvestris_Sw.
1473,variety,"162,1466",Casearia sylvestris var. sylvestris Sw.,"",,,,
"","","","","",1477,NMNH Botany Elevation Data (Summarized),,Casearia_sylvestris_var._sylvestris_Sw.
1474,genus,162,"","",,,,
"","","","","",1478,,,""
1475,species,"162,1474",Cassia fistula L.,"",,,,
"","","","","",1479,NMNH Botany Elevation Data (Summarized),,Cassia_fistula_L.
1476,species,"162,1474",Cassia grandis L. f.,"",,,,
"","","","","",1480,NMNH Botany Elevation Data (Summarized),,Cassia_grandis_L._f.
1477,species,"162,1474",Cassia moschata Kunth,"",,,,
"","","","","",1481,NMNH Botany Elevation Data (Summarized),,Cassia_moschata_Kunth
1478,genus,162,"","",,,,
"","","","","",1482,,,""
1479,species,"162,1478",Cassine xylocarpa Vent.,"",,,,
"","","","","",1483,NMNH Botany Elevation Data (Summarized),,Cassine_xylocarpa_Vent.
1480,genus,162,"","",,,,
"","","","","",1484,,,""
1481,species,"162,1480",Cassipourea guianensis Aubl.,"",,,,
"","","","","",1485,NMNH Botany Elevation Data (Summarized),,Cassipourea_guianensis_Aubl.
1482,genus,162,"","",,,,
"","","","","",1486,,,""
1483,species,"162,1482",Cassytha filiformis L.,"",,,,
"","","","","",1487,NMNH Botany Elevation Data (Summarized),,Cassytha_filiformis_L.
1484,genus,162,"","",,,,
"","","","","",1488,,,""
1485,species,"162,1484",Castilleja integra A. Gray,"",,,,
"","","","","",1489,NMNH Botany Elevation Data (Summarized),,Castilleja_integra_A._Gray
1486,genus,162,"","",,,,
"","","","","",1490,,,""
1487,species,"162,1486",Casuarina equisetifolia L.,"",,,,
"","","","","",1491,NMNH Botany Elevation Data (Summarized),,Casuarina_equisetifolia_L.
1488,genus,162,"","",,,,
"","","","","",1492,,,""
1489,species,"162,1488",Catabrosa aquatica (L.) P. Beauv.,"",,,,
"","","","","",1493,NMNH Botany Elevation Data (Summarized),,Catabrosa_aquatica_(L.)_P._Beauv.
1490,genus,162,"","",,,,
"","","","","",1494,,,""
1491,species,"162,1490",Catharanthus roseus (L.) G. Don,"",,,,
"","","","","",1495,NMNH Botany Elevation Data (Summarized),,Catharanthus_roseus_(L.)_G._Don
1492,genus,162,"","",,,,
"","","","","",1496,,,""
1493,species,"162,1492",Cathestecum brevifolium Swallen,"",,,,
"","","","","",1497,NMNH Botany Elevation Data (Summarized),,Cathestecum_brevifolium_Swallen
1494,variety,"162,1492",Cathestecum brevifolium var. brevifolium,"",,,,
"","","","","",1498,NMNH Botany Elevation Data (Summarized),,Cathestecum_brevifolium_var._brevifolium
1495,species,"162,1492",Cathestecum erectum Vasey & Hack.,"",,,,
"","","","","",1499,NMNH Botany Elevation Data (Summarized),,Cathestecum_erectum_Vasey_&_Hack.
1496,genus,162,"","",,,,
"","","","","",1500,,,""
1497,species,"162,1496",Catopsis berteroniana (Schult. & Schult. f.) Mez,"",,,,
"","","","","",1501,NMNH Botany Elevation Data (Summarized),,Catopsis_berteroniana_(Schult._&_Schult._f.)_Mez
1498,species,"162,1496",Catopsis floribunda L.B. Sm.,"",,,,
"","","","","",1502,NMNH Botany Elevation Data (Summarized),,Catopsis_floribunda_L.B._Sm.
1499,species,"162,1496",Catopsis nitida (Hook.) Griseb.,"",,,,
"","","","","",1503,NMNH Botany Elevation Data (Summarized),,Catopsis_nitida_(Hook.)_Griseb.
1500,species,"162,1496",Catopsis nutans (Sw.) Griseb.,"",,,,
"","","","","",1504,NMNH Botany Elevation Data (Summarized),,Catopsis_nutans_(Sw.)_Griseb.
1501,genus,162,"","",,,,
"","","","","",1505,,,""
1502,species,"162,1501",Cattleya aurantiaca P.N. Don,"",,,,
"","","","","",1506,NMNH Botany Elevation Data (Summarized),,Cattleya_aurantiaca_P.N._Don
1503,genus,162,"","",,,,
"","","","","",1507,,,""
1504,species,"162,1503",Cavendishia bracteata (Ruiz & Pav. ex J. St.-Hil.) Hoerold,"",,,,
"","","","","",1508,NMNH Botany Elevation Data (Summarized),,Cavendishia_bracteata_(Ruiz_&_Pav._ex_J._St.-Hil.)_Hoerold
1505,genus,162,"","",,,,
"","","","","",1509,,,""
1506,species,"162,1505",Cayaponia americana (Lam.) Cogn.,"",,,,
"","","","","",1510,NMNH Botany Elevation Data (Summarized),,Cayaponia_americana_(Lam.)_Cogn.
1507,genus,162,"","",,,,
"","","","","",1511,,,""
1508,species,"162,1507",Cayratia corniculata (Benth.) Gagnep.,"",,,,
"","","","","",1512,NMNH Botany Elevation Data (Summarized),,Cayratia_corniculata_(Benth.)_Gagnep.
1509,species,"162,1507",Cayratia japonica (Thunb.) Gagnep.,"",,,,
"","","","","",1513,NMNH Botany Elevation Data (Summarized),,Cayratia_japonica_(Thunb.)_Gagnep.
1510,species,"162,1507",Cayratia pedata (Lour.) Gagnep.,"",,,,
"","","","","",1514,NMNH Botany Elevation Data (Summarized),,Cayratia_pedata_(Lour.)_Gagnep.
1511,species,"162,1507",Cayratia trifolia (L.) Domin,"",,,,
"","","","","",1515,NMNH Botany Elevation Data (Summarized),,Cayratia_trifolia_(L.)_Domin
1512,genus,162,"","",,,,
"","","","","",1516,,,""
1513,species,"162,1512",Cecropia peltata L.,"",,,,
"","","","","",1517,NMNH Botany Elevation Data (Summarized),,Cecropia_peltata_L.
1514,subspecies,"162,1512",Cecropia schreberiana subsp. antillarum (Snethl.) C.C. Berg & P. Franco,"",,,,
"","","","","",1518,NMNH Botany Elevation Data (Summarized),,Cecropia_schreberiana_subsp._antillarum_(Snethl.)_C.C._Berg_&_P._Franco
1515,subspecies,"162,1512",Cecropia schreberiana subsp. schreberiana Miq.,"",,,,
"","","","","",1519,NMNH Botany Elevation Data (Summarized),,Cecropia_schreberiana_subsp._schreberiana_Miq.
1516,genus,162,"","",,,,
"","","","","",1520,,,""
1517,species,"162,1516",Cedrela odorata L.,"",,,,
"","","","","",1521,NMNH Botany Elevation Data (Summarized),,Cedrela_odorata_L.
1518,genus,162,"","",,,,
"","","","","",1522,,,""
1519,species,"162,1518",Ceiba pentandra (L.) Gaertn.,"",,,,
"","","","","",1523,NMNH Botany Elevation Data (Summarized),,Ceiba_pentandra_(L.)_Gaertn.
1520,genus,162,"","",,,,
"","","","","",1524,,,""
1521,species,"162,1520",Celosia nitida Vahl,"",,,,
"","","","","",1525,NMNH Botany Elevation Data (Summarized),,Celosia_nitida_Vahl
1522,genus,162,"","",,,,
"","","","","",1526,,,""
1523,species,"162,1522",Celtis iguanaea (Jacq.) Sarg.,"",,,,
"","","","","",1527,NMNH Botany Elevation Data (Summarized),,Celtis_iguanaea_(Jacq.)_Sarg.
1524,species,"162,1522",Celtis pacifica Planch.,"",,,,
"","","","","",1528,NMNH Botany Elevation Data (Summarized),,Celtis_pacifica_Planch.
1525,species,"162,1522",Celtis trinervia Lam.,"",,,,
"","","","","",1529,NMNH Botany Elevation Data (Summarized),,Celtis_trinervia_Lam.
1526,genus,162,"","",,,,
"","","","","",1530,,,""
1527,species,"162,1526",Cenchrus brownii Roem. & Schult.,"",,,,
"","","","","",1531,NMNH Botany Elevation Data (Summarized),,Cenchrus_brownii_Roem._&_Schult.
1528,species,"162,1526",Cenchrus ciliaris L.,"",,,,
"","","","","",1532,NMNH Botany Elevation Data (Summarized),,Cenchrus_ciliaris_L.
1529,species,"162,1526",Cenchrus echinatus L.,"",,,,
"","","","","",1533,NMNH Botany Elevation Data (Summarized),,Cenchrus_echinatus_L.
1530,species,"162,1526",Cenchrus incertus M.A. Curtis,"",,,,
"","","","","",1534,NMNH Botany Elevation Data (Summarized),,Cenchrus_incertus_M.A._Curtis
1531,species,"162,1526",Cenchrus multiflorus C. Presl,"",,,,
"","","","","",1535,NMNH Botany Elevation Data (Summarized),,Cenchrus_multiflorus_C._Presl
1532,species,"162,1526",Cenchrus myosuroides Kunth,"",,,,
"","","","","",1536,NMNH Botany Elevation Data (Summarized),,Cenchrus_myosuroides_Kunth
1533,species,"162,1526",Cenchrus pilosus Kunth,"",,,,
"","","","","",1537,NMNH Botany Elevation Data (Summarized),,Cenchrus_pilosus_Kunth
1534,species,"162,1526",Cenchrus polystachios (L.) Morrone,"",,,,
"","","","","",1538,NMNH Botany Elevation Data (Summarized),,Cenchrus_polystachios_(L.)_Morrone
1535,genus,162,"","",,,,
"","","","","",1539,,,""
1536,species,"162,1535",Cenostigma macrophyllum Tul.,"",,,,
"","","","","",1540,NMNH Botany Elevation Data (Summarized),,Cenostigma_macrophyllum_Tul.
1537,genus,162,"","",,,,
"","","","","",1541,,,""
1538,subspecies,"162,1537",Centaurium erythraea subsp. erythraea Raf.,"",,,,
"","","","","",1542,NMNH Botany Elevation Data (Summarized),,Centaurium_erythraea_subsp._erythraea_Raf.
1539,genus,162,"","",,,,
"","","","","",1543,,,""
1540,species,"162,1539",Centella asiatica (L.) Urb.,"",,,,
"","","","","",1544,NMNH Botany Elevation Data (Summarized),,Centella_asiatica_(L.)_Urb.
1541,genus,162,"","",,,,
"","","","","",1545,,,""
1542,species,"162,1541",Centosteca lappacea (L.) Desv.,"",,,,
"","","","","",1546,NMNH Botany Elevation Data (Summarized),,Centosteca_lappacea_(L.)_Desv.
1543,genus,162,"","",,,,
"","","","","",1547,,,""
1544,species,"162,1543",Centradenia inaequilateralis (Gleason) G. Don,"",,,,
"","","","","",1548,NMNH Botany Elevation Data (Summarized),,Centradenia_inaequilateralis_(Gleason)_G._Don
1545,genus,162,"","",,,,
"","","","","",1549,,,""
1546,species,"162,1545",Centratherum punctatum Cass.,"",,,,
"","","","","",1550,NMNH Botany Elevation Data (Summarized),,Centratherum_punctatum_Cass.
1547,genus,162,"","",,,,
"","","","","",1551,,,""
1548,species,"162,1547",Centropogon cornutus (L.) Druce,"",,,,
"","","","","",1552,NMNH Botany Elevation Data (Summarized),,Centropogon_cornutus_(L.)_Druce
1549,genus,162,"","",,,,
"","","","","",1553,,,""
1550,species,"162,1549",Centrosema plumieri (Turpin ex Pers.) Benth.,"",,,,
"","","","","",1554,NMNH Botany Elevation Data (Summarized),,Centrosema_plumieri_(Turpin_ex_Pers.)_Benth.
1551,species,"162,1549",Centrosema pubescens Benth.,"",,,,
"","","","","",1555,NMNH Botany Elevation Data (Summarized),,Centrosema_pubescens_Benth.
1552,species,"162,1549",Centrosema virginianum (L.) Benth.,"",,,,
"","","","","",1556,NMNH Botany Elevation Data (Summarized),,Centrosema_virginianum_(L.)_Benth.
1553,genus,162,"","",,,,
"","","","","",1557,,,""
1554,species,"162,1553",Cephalostachyum pergracile Munro,"",,,,
"","","","","",1558,NMNH Botany Elevation Data (Summarized),,Cephalostachyum_pergracile_Munro
1555,species,"162,1553",Cephalostachyum virgatum (Munro) Kurz,"",,,,
"","","","","",1559,NMNH Botany Elevation Data (Summarized),,Cephalostachyum_virgatum_(Munro)_Kurz
1556,genus,162,"","",,,,
"","","","","",1560,,,""
1557,species,"162,1556",Ceratophyllum demersum L.,"",,,,
"","","","","",1561,NMNH Botany Elevation Data (Summarized),,Ceratophyllum_demersum_L.
1558,genus,162,"","",,,,
"","","","","",1562,,,""
1559,species,"162,1558",Cerbera manghas L.,"",,,,
"","","","","",1563,NMNH Botany Elevation Data (Summarized),,Cerbera_manghas_L.
1560,genus,162,"","",,,,
"","","","","",1564,,,""
1561,species,"162,1560",Cercidium microphyllum Rose & I.M. Johnst.,"",,,,
"","","","","",1565,NMNH Botany Elevation Data (Summarized),,Cercidium_microphyllum_Rose_&_I.M._Johnst.
1562,species,"162,1560",Cercidium praecox (Ruiz & Pav. ex Hook. & Arn.) Harms,"",,,,
"","","","","",1566,NMNH Botany Elevation Data (Summarized),,Cercidium_praecox_(Ruiz_&_Pav._ex_Hook._&_Arn.)_Harms
1563,genus,162,"","",,,,
"","","","","",1567,,,""
1564,species,"162,1563",Cercis canadensis L.,"",,,,
"","","","","",1568,NMNH Botany Elevation Data (Summarized),,Cercis_canadensis_L.
1565,species,"162,1563",Cercis occidentalis Torr.,"",,,,
"","","","","",1569,NMNH Botany Elevation Data (Summarized),,Cercis_occidentalis_Torr.
1566,genus,162,"","",,,,
"","","","","",1570,,,""
1567,species,"162,1566",Cereus hexagonus (L.) Mill.,"",,,,
"","","","","",1571,NMNH Botany Elevation Data (Summarized),,Cereus_hexagonus_(L.)_Mill.
1568,genus,162,"","",,,,
"","","","","",1572,,,""
1569,species,"162,1568",Cestrum coelophlebium O.E. Schulz,"",,,,
"","","","","",1573,NMNH Botany Elevation Data (Summarized),,Cestrum_coelophlebium_O.E._Schulz
1570,species,"162,1568",Cestrum diurnum L.,"",,,,
"","","","","",1574,NMNH Botany Elevation Data (Summarized),,Cestrum_diurnum_L.
1571,species,"162,1568",Cestrum inclusum Urb.,"",,,,
"","","","","",1575,NMNH Botany Elevation Data (Summarized),,Cestrum_inclusum_Urb.
1572,species,"162,1568",Cestrum latifolium Lam.,"",,,,
"","","","","",1576,NMNH Botany Elevation Data (Summarized),,Cestrum_latifolium_Lam.
1573,species,"162,1568",Cestrum laurifolium L'Hér.,"",,,,
"","","","","",1577,NMNH Botany Elevation Data (Summarized),,Cestrum_laurifolium_L'Hér.
1574,species,"162,1568",Cestrum macrophyllum Vent.,"",,,,
"","","","","",1578,NMNH Botany Elevation Data (Summarized),,Cestrum_macrophyllum_Vent.
1575,species,"162,1568",Cestrum megalophyllum Dunal,"",,,,
"","","","","",1579,NMNH Botany Elevation Data (Summarized),,Cestrum_megalophyllum_Dunal
1576,species,"162,1568",Cestrum nocturnum L.,"",,,,
"","","","","",1580,NMNH Botany Elevation Data (Summarized),,Cestrum_nocturnum_L.
